# columns: pulse_id,t_mid_s,esr_ohm,cap_F,E_J,P_peak_W,P_avg_W,i_col,source
1,1.151997600e-02,1.269774954e-05,2.627886606e-02,-3.919854697e+00,0.000000000e+00,-1.701329368e+02,i_A,per_pulse
2,1.151997600e-02,1.986096688e-02,8.663134182e-04,-4.308544025e+00,6.263252528e+03,-1.870031685e+02,i_A,per_pulse
3,1.151997600e-02,1.990488641e-02,7.809327993e-04,-4.664529679e+00,6.264182530e+03,-2.024539669e+02,i_A,per_pulse
